reponame,developer1,developer2,developer3,developer4,developer5,developer6,developer7,developer8,developer9,developer10,developer11,developer12,developer13,developer14,developer15,developer16,developer17,developer18,developer19,developer20,developer21,developer22,developer23,developer24,developer25,developer26,developer27,developer28,developer29,developer30
openwall/john,solardiz,claudioandre-br,magnumripper,tsvenbla,exploide,blandyuk,kholia,khabib227,danielmarschall,quangIO,alex5956,Banane480,bmwiedemann,WiseMonkeyX,NoobGajen,NordmanPro,D3vil0p3r,santoshdawre,Drax4545,Hilltopperjm,BobForCat,void0red,dclxviclangames,ANeilan,,,,,,
openzfs/zfs,behlendorf,amotin,rincebrain,gamanakis,prakashsurya,robn,tonyhutter,ryao,oromenahar,bwatkinson,ixhamza,grahamperrin,ckane,yuripv,don-brady,mmaybee,nabijaczleweli,mailinglists35,akashb-22,pjd,mjguzik,akarzazi,Haravikk,dalbani,aerusso,lundman,ahrens,kaazoo,andrewc12,sirn
orbeon/orbeon-forms,ebruchez,avernet,orbeon,obruchez,setuncay,jmalyik,,,,,,,,,,,,,,,,,,,,,,,,
osbuild/osbuild-composer,thozza,achilleas-k,croissanne,ondrejbudai,kingsleyzissou,supakeen,bcl,7flying,yih-redhat,runcom,atodorov,schutzbot,lavocatt,jrusz,diaasami,jabia99,paulwhalen,nullr0ute,shaded-enmity,ardrigh,mcattamoredhat,henrywang,pmtk,stebenoist,say-paul,jikortus,Ichimonji10,frzifus,igibek,jpopelka
osmandapp/OsmAnd,vshcherb,Chumva,sonora,Corwin-Kh,0xRe1nk0,Zirochkabila,nazar-kutz,scaidermern,Rowin63,dmpr0,ivanPyrohivskyi,alex-osm,cepprice,DmitryAlexei,xmd5a2,Andrewschenko,Nine-Tailed,Dima-1,mikehgentry,summoner001,zipav,yuriiurshuliak,pordini,mnalis,letypequividelespoubelles,TheSnoozer,Max1234-Ita,spaanse,seniorm0ment,Prusaker
oUF-wow/oUF,ls-,p3lim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxygen-updater/oxygen-updater,AnonymousWP,Asstiff,thebestnom,P-D-A,tiramisudev,hybridizationexistenceaspects,kouzelnik3,adhirajsinghchauhan,GarnetSunset,,,,,,,,,,,,,,,,,,,,,
p3lim-wow/Molinari,p3lim,Neipas09,GregoryGH,chon379,ysk5724,lierox90,astothialo,phuze,HolteUnderscore,Esperi74,griddark,dadec666,Kewlie,Aergernis,BeeJayJayn,Araldwenn,speedwaystar,,,,,,,,,,,,,
pallets-eco/flask-debugtoolbar,nickjj,jeffwidman,Dosenpfand,frafra,rimvislt,davidism,christopherpickering,lmiguelvargasf,ofek,Gauravp-NEC,caffeinatedMike,samuelhwilliams,,,,,,,,,,,,,,,,,,
pallets-eco/flask-sqlalchemy,pamelafox,davidism,Zoupers,tonybaloney,ThiefMaster,orlandobcrra,six1203,alexjironkin,ghabrielv,jbhanks,candleindark,1456074580,AdamVerner,MJedr,flyly0755,sr-verde,ivan-gerov,awiprayitno,jdimmerman,behai-nguyen,demenr,yomajo,Dnncha,yobuntu,tadams42,RonnyPfannschmidt,,,,
pallets/flask,davidism,ThiefMaster,pgjones,owenwu811,zx80,Forty-Bot,MohammadMMoniri,pg1992,mouday,Jeroendevr,Always-prog,tchia04,pamelafox,ToolMoney,MattyMay,Neob91,miguelgrinberg,Synnborg,fkkjohn,Mr-Destructive,idoshr,ughstudios,romatch,mihir-vora,BobACollins,singh-sumit,malchu,emgiezet,smitty1eGH,hofrob
pandas-dev/pandas,mroeschke,jbrockmendel,MarcoGorelli,rhshadrach,phofl,topper-123,lithomas1,DeaMariaLeon,jorisvandenbossche,natmokval,WillAyd,rmhowe425,Charlie-XIAO,lukemanley,mcgeestocks,Dr-Irv,twoertwein,meeseeksmachine,datapythonista,attack68,rsm-23,wence-,liang3zy22,tpaxman,noatamir,jona-sassenhagen,GianlucaFicarelli,MichaelTiemannOSC,fangchenli,randolf-scholz
paper-trail-gem/paper/trail,jaredbeck,38tter,Nuzair46,dudescott,parkeryoung,ghiculescu,FunnyHector,sander-deryckere,qenshan,gurgelrenan,brymacto,flornet,TastyPi,fractaledmind,kumud-b5a,jorgemanrubia,,,,,,,,,,,,,,
parallax/jsPDF,populimcornell,nzurita,YuFengDing,lypefm,dwg787,Maulik-Savaliya,ttt-123-source,blerrgh,FirePing32,LBJDJW,abcprintf,Gilthans,MattPil29,ja1979,rohitkanojiya,edgrod01,navinrangar,lifangpeng,JangveladzeDima,DeepjyotiDeb,Raj-Sohamtech,q1019185066,rahul-boinepally,ajaxx06,simvol,wuxue107,dman777,ysiddiqui,seanmiddleditch,weidezhang
paramiko/paramiko,bskinn,jun66j5,bitprophet,nuonuonn,commonism,MajorDallas,kschoelhorn,mgorny,chrisinmtown,pghmcfc,mhei,fiendish,gnlsw,j2s2,avatarofhope2,pettitpeon,adiroiban,Robtom5,jack-stanek-hpe,cmason3,lijingyi2002,Obliman,HajoRed,cheng0214,xjie0626,Ashish-Balhara,unisudo,bitboy85,TastyEmail,michaelochs
pawn-lang/YSI-Includes,DEntis-T,tk2p,rivalxuu,zsoolt997,adytzuPWN,Jejee13,8Bts,Y-Less,,,,,,,,,,,,,,,,,,,,,,
pdfkit/pdfkit,kiafaldorius,vladimir-mencl-eresearch,serene,postmodern,MuhammetDilmac,akimd,adiln,yujideveloper,mguidetti,KWkyle,exviva,mdh,ipepe,,,,,,,,,,,,,,,,,
pennersr/django-allauth,pennersr,coveralls,synchronizing,simkimsia,iarp,atc2146,TurnrDev,Vaseles,nothingface0,FSchianchi,kateEcobb,PedroSilva9,rgeoghegan,rasca,nikklavzar,dc1177,Hafnernuss,akx,MariaMozgunova,oborichkin,esteban-gasan,Mortie1,ericmuijs,mecampbellsoup,mireq,wgordon17,SimonvdFliert,gschurck,harryghgim,alexburner
perfanalytics/pose2sim,davidpagnon,anudeep2804,rlpjanssen,rishivamshi,ClarkGrif,SiebrenM,Ming-Start,carlosedubarreto,sk413025,,,,,,,,,,,,,,,,,,,,,
pfsense/pfsense,jim-p,styletronix,bmeeks8,qwertiko,pypckompsite,bib0x,JonathanDLee24,WereCatf,marcelloc,jadazul,goproslowyo,Akshay-Hegde,,,,,,,,,,,,,,,,,,
pgbouncer/pgbouncer,JelteF,knizhnik,eulerto,sboschman,petere,emelsimsek,wwoytenko,dashorst,bagafoot,lukmajercak,Bschitter,natrys,paulwouters,jarojasm95,dpirotte,davecramer,nijave,benjaminjb,jcoleman,mixmind,whoistriptimahakul,marcocitus,nickstamat,Melkij,sj26,saytesnake,raymasson,gtato,careless6666,cleocir
pgjdbc/pgjdbc,davecramer,vlsi,ecki,kimjand,JelteF,VladRodionov,apryamostanov,sehrope,IvanPizhenko,bowbahdoe,ebucxidur,timgstewart,jrobe,lure,rbygrave,Eddyzhang7,renovate-bot,satya9500,JosephBorodach,mkarg,qzhong1028,bvn13,cescoffier,cowwoc,zhurs,maffaan,npltr62,hfhbd,rackaracka,diegosalvi
philc/vimium,philc,gdh1995,MarcoLucidi01,rileywilddog,decadent,eggbean,JacobStraberg,asgeirtj,legion151,kfwebmaster,psvkushal,mcint,ohnekopf,martin-braun,djschilling,yangwansu,OlojaMuyiwa,somebush,DerBrunoIR,ckp95,dev-ardi,bastianpedersen,chintan357,witfish007,harsath,dezhonger,dansteen,levigutt,stucash,fede-moya
phpbb/phpbb,marc1706,rxu,rubencm,im4bb,m-ober,Crizz0,,,,,,,,,,,,,,,,,,,,,,,,
PHPMailer/PHPMailer,Synchro,XL-2000,Ayesh,yaoyingkeji,decomplexity,serkankrdag,iamved777,andrearosen1,overghost,Colinax,wera-as,samyan,ZaltorSupport,HendrikSharples,grasshaussoftware,Damsjov,GregJohnStewart,InterLinked1,EfeErdem7,sneha-surve,marcusBamboo,Peter-omereyone,JokerGermany,MircoBabin,KarelWintersky,pk-kissdevs,BGFR,unix-dude,rohantapiyawala,lindiii
php/php-src,nielsdos,Girgias,iluuu1994,bukka,mvorisek,kocsismate,devnexen,arnaud-lb,dstogov,andypost,divinity76,damianwadley,KapitanOczywisty,petk,TimWolla,remicollet,orlitzky,jorgsowa,bwoebi,youkidearitai,alexdowad,Eno-CN,realFlowControl,Misterio77,Danack,mikhainin,tstarling,theseer,lucasnetau,heiglandreas
php/web-php,kamil-tekiela,tonivdv,salathe,kocsismate,easbarba,SimonCastano,cedric-anne,leopoletto,adoy,andresayac,captn3m0,oladoyinbov,belfie13,Erol314,MioVisman,sajeevvv,rajmishra-17,sajjadef98,frob,troizet,MikeRich88,derickr,saundefined,Girgias,javiereguiluz,morrisonlevi,kallesommernielsen,1ma,mbabker,
phusion/passenger,jtomson,CamJN,drew-wells,excid3,avkarenow,axys16,daBee,ionescu77,psmoros,grzsmp,akincibor,AirFusion45,Tofandel,simonweil,vlsd,,,,,,,,,,,,,,,
Pierian-Data/Complete-Python-3-Bootcamp,ravishankar-cloud,nidus123,sacramentosolutions,Pierian-Data,HKayumba,Unknown-DA,Ayeshaaa777,BettyAnne77,Keshavghalan,Jeeviov2001,ayush0367,aniketneelay11,RaviChandra4840,fatheen7,Swaroop9794,Paritabaldaniya,shreesh54,vishalsikarwar20,mintmehedi,Darshancs777,ShubhangiMore26,djyos1,Aquino10,yanhmada,ceejayiyke,jefhar,,,,
pika/pika,lukebakken,liortct,mprinc,khadkarajesh,AleksaC,hcmturner,kinoute,uwe,eneesfd,dgoeries,michaelklishin,Montana,aeg12345,fizix137,,,,,,,,,,,,,,,,
pimcore/pimcore,dvesh3,blankse,brusch,mcassier31,kingjia90,jdreesen,fashxp,robertSt7,aryaantony92,mattamon,Corepex,lukmzig,NiklasBr,mcop1,BlackbitDevs,jremmurd,j-jonas,dkarlovi,torqdev,zoidbergx,martineiber,dpfaffenbauer,solverat,passioneight,youwe-petervanderwal,felixflor-twocream,GeorgII-web,CLAassistant,flamadrid-jsmdg,fracsi
pkp/ojs,bozana,jonasraoni,asmecher,touhidurabir,Vitaliy-1,jardakotesovec,defstat,ewhanson,withanage,CLAassistant,ctgraham,NateWr,mhvezina,nicalico,ajnyga,simonevecchi,,,,,,,,,,,,,,
pkp/omp,jonasraoni,bozana,Vitaliy-1,asmecher,ewhanson,defstat,jardakotesovec,CLAassistant,,,,,,,,,,,,,,,,,,,,,,
pkp/pkp-lib,asmecher,jonasraoni,Vitaliy-1,bozana,touhidurabir,defstat,shantanu198713,jardakotesovec,NateWr,jnugent,ronste,MrRob100,forgive38,loadbrain,ajnyga,ewhanson,nils-stefan-weiher,CLAassistant,mabere,henriquejsfj,Mathewwss,withanage,carolinatanigushi,fgnievinski,ctgraham,SydneyUni-Jim,rahmanramsi,marcbria,bdcaf,twakeford
plantuml/plantuml,The-Lum,arnaudroques,evantill,ggrossetie,VladimirAlexiev,grivo,dgutson,rohitsud,golddragon007,BenceSzalai,gliptak,rahulmohang,lukasz-gryzbon,nickmcdowall,travkin79,jeffkowalski,walkingice,blacklightprism,fgreinacher,nfrankel,tomasbjerre,thomaswoyke,michaelraue,chrismalek,jukkui,christian-wolf-eks,mawid6,juicybox,christianhujer,xQwexx
postmanlabs/postman-app-support,giridharvc7,malvikach,pankajk07,shashankawasthi88,VShingala,sseenivasan89,dev-sharma-08,apoorvgupta03,aman-v-singh,vdespa,preethammavin,VaishnaviChallaPostman,SterlingChin,JakubTomczynski,sandeep-singh-pstmn,akshaydeo,chrisjpatty,r0b2g1t,onlyis,vladiangelov,abhijeetborole,dhwaneetbhatt,diptarag,jnagle-nf,trevor-webster,darshalesachin,beatrixSze,khteh,zyrorl,zhaowb
pouchdb/pouchdb,alxndrsn,lucidNTR,garethbowen,DougReeder,dianabarsan,funblaster22,lemanschik,mike-niemand,goltra,qali-clio,fischerman,topse,Fennec-hub,rileyai-dev,codelegant,shudac,eight04,kiyanovsky,raz0229,Wildanzr,marcodiri,dmorfav,lunedam-git,enhariharan,treestructure,bgrgicak,broerse,rasgo-cc,rnewson,
ppy/osu,peppy,bdach,cdwcgt,Joehuu,smoogipoo,OliBomby,timiimit,ItsShamed,Cootz,frenzibyte,tybug,Susko3,jtbiddle,Terochi,monochrome22,Eve-ning,soopax,RBQcat,ILW8,apollo-dw,nekodex,wawdili,EVAST9919,Skubers,WebFreak001,Zyfarok,Gyoshi,NiceAesth,0xallie,alixdotsh
prawnpdf/prawn,mkrajewski90,pointlessone,waghanza,technicalpickles,unterkoefler,Apteryks,rhysb27,johnnyshields,gettalong,,,,,,,,,,,,,,,,,,,,,
predis/predis,vladvildanov,tillkruss,chayim,coveralls,leibale,roimee6,mmodler,streamingsystems,oik-jinn,vjik,MrMeizi,MrKickkiller,Pazns,schodemeiss,nicolas-grekas,,,,,,,,,,,,,,,
preservim/nerdcommenter,alerque,serpent7776,ppwwyyxx,qizidog,someone-stole-my-name,richchurcher,minoaut,Konstantin-Glukhov,,,,,,,,,,,,,,,,,,,,,,
preservim/nerdtree,jtmr05,dangibson,imLew,pacazo,igbanam,sihunqu123,sirex,dnl-ua,pinggit,jazei-AR,ebrahimbd,jhang-jhe-wei,roy-work,x-xiny,orsenthil,luckytoilet,darthdeus,geraldodev,Axjohnhason,nickrivadeneira,fizyk20,KarateJB,kaicoh,dqnk,hsienfu,antmachine,hsmith,arh78750,Railly,Griiid
preservim/vim-markdown,lggruspe,alerque,amarakon,patstockwell,tomtomjhj,m-pilia,leissa,KSR-Yasuda,amacfie,dbatten5,walterl,tusktenon,sisrfeng,xuwei152,ernstwi,,,,,,,,,,,,,,,
processone/ejabberd,badlop,licaon-kter,Neustradamus,prefiks,logicwonder,mremond,sideeffect42,dkliss,heelll-boooy,wtomaszewski-applause,lokesh411,ali-imanpour,MRDoubleVie,jpds,ravermeister,member7me,mzealey,greffgreff,tigransimonyan,runout-at,mjunlim,egnun,jaymzh,udanieli,p1bot,Musacca,519790441,M-Stenzel,zainalmatry,raucao
processwire/processwire,BernhardBaumrock,ryancramerdesign,netcarver,the-ge,matjazpotocnik,saschanos,romaincazier,ainou,chriswthomson,gebeer,jmartsch,teppokoivula,MrSnoozles,,,,,,,,,,,,,,,,,
projectblacklight/blacklight,jcoyne,sandbergja,barmintor,dkinzer,carolyncole,tmarnell,ygorg,maxkadel,teohsinyee,yohamta,jamesmichiemo,seweissman,cbeer,bess,,,,,,,,,,,,,,,,
projectlombok/lombok,Rawi01,janrieke,dstango,tolisso,lbreuss,pbodnar,mregulski,tilothiele,CaCoCa,joao-martins-tdx,g-viet,vananiev,mxmlnglt,Johnson0125,velo,vladtimofeev000,MaltsevDmytro,GeniusDP,danibs,hoangdangduy,SilenceSu,mikebm,Claudio-code,SteadyKim,jayant9431,arivaldh,YuriyYatsyk,ilmirons,AlexKolpa,ZeeD
protocolbuffers/upb,haberman,mkruskal-google,vthib,JasonLunn,deannagarcia,zhangskz,calvin2021y,owent,fowles,acozzette,sanketsystems,messense,girishprasadgm,markmoog,gabe-l-hart,NoAnyLove,ericsalo,mkauf,coryan,ajasmin,,,,,,,,,,
protz/Manually-Sort-Folders,itagagaki,OneMoreThomas,bluebj8,CaptnEric,PissedFirefoxUser,lars18th,Ryusennin,whatwhen,ptkid2,Alt68er,,,,,,,,,,,,,,,,,,,,
pspdev/pspsdk,sharkwouter,Fewnity,MotoLegacy,diamant3,fjtrujy,pyroesp,IridescentRose,wally4000,bvdaakster,davidgfnet,rofl0r,,,,,,,,,,,,,,,,,,,
publify/publify,mvz,SupriyaMedankar,maniSHarma7575,brucekomike,ariel-alvear,ariel-alvear-buk,,,,,,,,,,,,,,,,,,,,,,,,
puppetlabs/puppetlabs-concat,fetzerms,LukasAud,malikparvez,alexjfisher,jordanbreen28,smortex,buzzdeee,Lightning-,Ramesh7,evgenkisel,ekohl,binford2k,natemccurdy,baurmatt,smoeding,CLAassistant,jcwarp,bastelfreak,siebrand,b4ldr,,,,,,,,,,
pusher/pusher-js,amad,fbenevides,sobrinho,willpusher,benw-pusher,benjamin-tang-pusher,pegasus4me,saran141998,rharriso,wtsai-st,isaachinman,owujib,chrhi,elysium0320,AjayPoshak,ivan3123708,mattleonowicz,riderx,jappi00,russellgilbert,oleanti,,,,,,,,,
puzzle/cryptopus,mtnstar,njaeggi,lkleisa,MarcEgliP,Robin481,kcinay055679,TheWalkingLeek,codez,,,,,,,,,,,,,,,,,,,,,,
pyca/cryptography,alex,woodruffw,reaperhulk,diogoteles08,facutuesca,mgorny,gzm55,jameshilliard,kanavin,harmin-parra,mdevore300,mattip,jtougas,lkubb,messense,mtelka,doronz88,bkerler,mhils,felartu,felixonmars,davidben,ronf,ThorodanBrom,pingshun,vsafonin,julianogv,tlkoh0727,magnuswatn,ganeshhaptik
PyCQA/pycodestyle,asottile,jayaddison,pablogsal,lev-blit,AlexWaygood,FichteFoll,hannob,grische,tushar-deepsource,Prometheus3375,odraencoded,mgorny,tusharsadhwani,mweinelt,sigmavirus24,SylvainDe,asfaltboy,,,,,,,,,,,,,
pymc-devs/pymc,ricardoV94,larryshamalama,jahall,bwengals,amyoshino,Dhruvanshu-Joshi,OriolAbril,twiecki,daniel-saunders-phil,michaelosthege,ferrine,fonnesbeck,LukeLB,dehorsley,jessegrabowski,thomasaarholt,jaharvey8,reshamas,aerubanov,GeoffNordling,error9098x,michaelraczycki,ThomasHoppe,lucianopaz,TimOliverMaier,drbenvincent,kyleabeauchamp,pdb5627,emanuele,shreyas3156
Python-Markdown/markdown,waylan,mitya57,ferdnyc,facelessuser,shahmirj,amp-matthew-wallace,BitwiseAndrea,VanilleAngeles,nicbou,vedranmiletic,oprypin,Enough7,Gutza,Hvass-Labs,Arhorn,kloczek,Saigut,TheLostProgrammer,CyberFox001,ilya-nikolaev,pawamoy,pspacek,mc-ksjet,,,,,,,
pytorch/builder,atalman,malfet,thejcannon,jithunnair-amd,ptrblck,matteius,xncqr,jeffdaily,huydhn,vit-zikmund,johnnynunez,seemethere,heidongxianhua,xwang233,FFFrog,BLOrange-AMD,facebook-github-bot,albanD,chebee7i,mantaionut,bhack,Delaunay,snadampal,zou3519,jjyyxx,weiwangudel,,,,
pytube/pytube,RONNCC,BuildWithData,sukhoi47,oncename,glubsy,alexey-pelykh,felipeucelli,NullVoidKage,yukkit1026,mhi-iranmanesh,allenkiakshay,piltom,AtharvaSolanki,Mjid1,pulkitpareek18,lolzhunter,partriv,pbxforce,teemagoddowell,heksbeks,Da-ladder,tonghyun,Wvopper,jainarpit10,zjin6,colinpannikkat,ethanjoby,rgryta,RijwanMancamp,pratikCMEX
qbittorrent/qBittorrent,glassez,Chocobo1,xavier2k6,thalieht,luzpaz,stalkerok,sledgehammer999,PriitUring,ttys3,GitHubinatrix,superbonaci,Vort,loskutov,absolutep,tearfur,101John,c4181,LordNyriox,JimmyAx,GoogleBeEvil,Pentaphon,Shraymonks,ValeZAA,BouRock,DarkVoyage,berendeanicolae,as-muncher,qwewer0,axet,JAIrwin
qgis/QGIS,nyalldawson,qgis-bot,elpaso,nirvn,agiudiceandrea,alexbruy,troopa81,YoannQDQ,wonder-sk,nicogodet,AlisterH,DelazJ,rouault,ptitjano,benoitdm-oslandia,uclaros,m-kuhn,lbartoletti,pathmapper,roya0045,kannes,vcloarec,Djedouas,3nids,jbp35,MorriganR,strk,weca-theo,domi4484,rduivenvoorde
qooxdoo/qooxdoo,goldim,derrell,johnspackman,oetiker,hkollmann,lucapivato,rad-pat,cboulanger,ChristianMayer,sknick,,,,,,,,,,,,,,,,,,,,
qos-ch/logback,HannesWell,ceki,rsandidfc,wreulicke,rob93c,bmarwell,rsand-temple,hkupty,wf-r,gnodet,besidev,janickr,,,,,,,,,,,,,,,,,,
qos-ch/slf4j,HannesWell,ceki,stbischof,m-froehlich,boris-unckel,jonahgraham,sullis,ppkarwasz,laeubi,tobi5775,shenzhw,sschuberth,LoneDev6,,,,,,,,,,,,,,,,,
qtile/qtile,elParaguayo,jwijenbergh,ramnes,ervinpopescu,tych0,m-col,kritdass,Malex,parham-dev27,cr1ogen,ei-grad,smjt2000,otval229,egolep,tokisuno,bodograumann,purplebar0,clotodex,KonradGrande,ezntek,Freemason-12,DeeeeLAN,amonetlol,The-Piccion,btwe,ebiscaia,R0derick,flacjacket,datacubeR,mikeBoterf
quicklisp/quicklisp-projects,svetlyak40wt,quicklisp,cage2,Shinmera,digikar99,bohonghuang,foretspaisibles,mmontone,nytpu,jcs090218,snunez1,phoe,kchanqvq,pieterhijma,pegesund,fourier,ChristopherBilg,plandes,VitoVan,jingtaozf,oyvinht,inconvergent,jsulmont,dnaeon,Hexstream,K1D77A,lockie,,,
quicksilver/Quicksilver,n8henrie,lgarron,tangoTH,jbaraban,accordionnoir,ifuchs,skurfer,pagliere,jeutzsch,zandwacht,soloetra,DaveEveritt,gliptak,miwinski,James6M,sdmonty,dhoepfl,,,,,,,,,,,,,
QuiltMC/developer-wiki,ChampionAsh5357,lukebemish,junepark678,RypoFalem,Mysterious-Dev,OroArmor,gdude2002,AdvancedWipe,,,,,,,,,,,,,,,,,,,,,,
quran/quran/android,ahmedre,techyescountry,mdetamo82,DoozyDoz,GoRaN909,Taratect,sanginovs,nacer80,ahmedaboudb,rezad1393,boodyy24,Shakibaenur,imlinstress,ageeb1982,rabee1981,Muslim010101,Hamza1244,benomaire,firofame,IzzySoft,kapobajza,TarekAltouny,MalikSaabSays,idenReus,madamoniem,,,,,
r-lib/devtools,jennybc,ateucher,HenrikBengtsson,pachadotdev,ShevchenkoAlla,cderv,cdriveraus,billdenney,shirewoman2,cgiachalis,mikolajsp,kenahoo,gaborcsardi,moodymudskipper,george-hall-ucl,skr5k,jmrothen,,,,,,,,,,,,,
r-lib/testthat,hadley,kevinushey,DavisVaughan,jennybc,gaborcsardi,MichaelChirico,DanChaltiel,lionel-,llrs,krlmlr,maelle,olivroy,alessandroaccettulli,moodymudskipper,dbdimitrov,StatsMan53,jameslairdsmith,musvaage,luma-sb,pbulsink,maciekbanas,maxheld83,aronatkins,a-kramer,fh-mthomson,,,,,
racket/racket,mflatt,LiberalArtist,rfindler,sorawee,spdegabrielle,greghendershott,jbclements,samth,Metaxal,shhyou,camoy,benknoble,otherjoel,gus-massa,racket-discourse-github-bot,soegaard,Kalimehtar,dvanhorn,NoahStoryM,Bogdanp,rmculpepper,Cazra,bennn,mfelleisen,sschwarzer,Millak,Adrien-LUDWIG,lexi-lambda,liamdiprose,capfredf
rack/rack,jeremyevans,ioquatix,skipkayhil,tomharvey,JunichiIto,matthewd,byroot,tisba,0x1eef,eregon,dchandekstark,headius,MSP-Greg,nunosilva800,radar,dentarg,wanglian,ziggythehamster,,,,,,,,,,,,
rails-sqlserver/activerecord-sqlserver-adapter,aidanharan,mgrunberg,djezzzl,caraarslan,swistak35,defsdoor,PadawanBreslau,,,,,,,,,,,,,,,,,,,,,,,
rails/rails,skipkayhil,zzak,casperisfine,p8,jonathanhefner,nvasilevski,byroot,eileencodes,ghiculescu,matthewd,adrianna-chang-shopify,fatkodima,rafaelfranca,joshuay03,guilleiguaran,yahonda,flavorjones,JoeDupuis,gmcgibbon,lazaronixon,abaldwin88,jhawthorn,jorgemanrubia,soartec-lab,nunosilva800,fxn,TakuyaKurimoto,nicholasdower,akhilgkrishnan,kamil-gwozdz
rails/sdoc,jonathanhefner,p8,zzak,ally1002,joemsak,nickhammond,sshaw,skipkayhil,,,,,,,,,,,,,,,,,,,,,,
rails/thor,rafaelfranca,mattbrictson,mslinn,skipkayhil,nevesenin,shuuuuun,benkoshy,janie314,sambostock,jmpage,azzenabidi,nicolas-brousse,alessio-signorini,Gerst20051,jfelchner,dnlgrv,phene,igneus,tomclose,p8,adzap,casperisfine,BobVanB,hmistry,doolin,,,,,
rakudo/rakudo,ugexe,lizmat,MasterDuke17,vrurg,Leont,patrickbkr,niner,2colours,gfldex,jdv,JJ,grimnebulin,librasteve,fenginsc,finanalyst,jeffgazso,MARTIMM,jonathanstowe,Xliff,stuart-little,jnthn,0rir,tbrowder,AntonOks,van-de-bugger,zjhmoss,landyacht,bbkr,coke,colomon
ranger/ranger,toonn,markus-bauer,ask1234560,og900aero,Ethsan,ayouknowwho,fuanxka,iambumblehead,vejkse,philiprhoades,fynnfluegge,mingmingrr,mqrris,PoisonFrog,BigBrotherJu,Krr0ptioN,make-github-pseudonymous-again,zebolino,MarcelRobitaille,incandescentman,BenCzu,rsaavedraxyz,michaepr,rexackermann,dionisos2,shvmsaini,y2878463032,HappyCthulhu,fengwk,c02y
rapid7/metasploit-framework,gwillcox-r7,adfoster-r7,cdelafuente-r7,smcintyre-r7,jheysel-r7,bwatters-r7,h00die-gr3y,jvoisin,h00die,jmartin-r7,dwelch-r7,cgranleese-r7,rad10,bcoles,space-r7,zeroSteiner,ErikWynter,sempervictus,JustAnda7,ismaildawoodjee,smashery,wvu,manishkumarr1017,MegaManSec,catatonicprime,heyder,NightRaidGamer,attl4s,rorymckinley,vtoutain
raspberrypi/linux,pelwell,6by9,popcornmix,naushir,vanfanel,mgrouch,JN19aban,P33M,matttbe,jayaddison,HiassofT,graysky2,physkets,moodeaudio,FDelporte,MichaIng,jackoalan,dmanlfc,baslking,andi34,SylvainGarrigues,Dark-Sky,vvarma,agners,Elrondo46,nbuchwitz,Apteryks,wtschueller,mripard,alsldlflglhljlk
ravendb/ravendb,ppekrol,karmeli87,shaharhikri,arekpalinski,ayende,maciejaszyk,grisha-kotler,ml054,garayx,shiranshalom,mateuszbartosik,kalczur,ArieSLV,redknightlois,poissoncorp,efratshenhar,aviv86,haludi,lastav5,TheGoldenPlatypus,kwiato,gregolsky,YonatanResh,Lwiel,Danielle9897,djordjedjukic,hiddenshadow21,itayweb,meghanajoshilw,lahma
rbock/sqlpp11,rbock,MeanSquaredError,CJCombrink,qbgbmpty,FunMiles,yasek,damian-tomczak,LvdStokker,orangecheers-x,sagunkho,niclar,mmizi,ljluestc,Leon0402,ghais,,,,,,,,,,,,,,,
rcaelers/workrave,rcaelers,nrzull,wolftune,gringus,comandir22,webarchitect609,Hanna-J-K,wojnilowicz,Ander3232,akzg21,Maksrma,jbicha,azzamsa,gautelund,kees-jan,sebix,,,,,,,,,,,,,,
ReactionMechanismGenerator/RMG-Py,JacksonBurns,rwest,hwpang,mjohnson541,ChrisBNEU,calvinp0,alongd,xiaoruiDong,kspieks,Nora-Khalil,Deepak-18-1993,davidfarinajr,sevyharris,mliu49,kfir4444,NellyMitnik,timmallo,bjkreitz,amarkpayne,mefuller,mark-pfeifle,brotherdrinktea,,,,,,,,
reactiveui/ReactiveUI,ChrisPulman,glennawatson,anaisbetts,RAMESHKUMAR502,the-black-wolf,KyleC69,Leon99,idg10,codingchipmunk,v0idzz,DanielCauser,emik-dev,money8203,my522cn,107295472,hitesh369253,Herz3h,Nextra,jdcrutchley,,,,,,,,,,,
realm/realm-core,ironage,nicola-cab,jedelbo,danieltabacaru,michael-wb,tgoyne,kiburtse,jbreams,RedBeard0531,kmorkos,finnschiermer,nirinchev,kraenhansen,papafe,fealebenpae,elle-j,kneth,bmunkholm,philprime,nielsenko,cmelchior,nhachicha,blagoev,awh6al,rorbech,clementetb,divan84,desistefanova,kspangsege,dlbuckley
rear/rear,jsmeix,schlomo,pcahyna,codefritzel,danboid,abbbi,GreasyMonkee,prontok,milleld1,gdha,rmetrich,drakkainenn,casantos,rajatjpatel,andreasberner,ChickenTim99,guru4712,gramps269,LiamFry,pantaray,mattpen,ITGuyAtWork,chattytak,ccamacho,glemes01,hspindel,lamyergeier,fdiazbra,abjr,Protonk
recurly/recurly-client-dotnet,recurly-integrations,ELepolt,btruncali1,Patrick-Duvall,douglasmiller,judith,arzitney,Svizel,cbarton,lompo011,,,,,,,,,,,,,,,,,,,,
recurly/recurly-client-php,recurly-integrations,douglasmiller,Smolations,naspthorp,zroetzel,amandamfielding,sunnyw1212,judith,trickeyone,githubfromgui,SinusPi,,,,,,,,,,,,,,,,,,,
